timestamp,open,high,low,close,volume,trade_count,vwap,actual_returns,sma_short_window,sma_long_window,RSI,EMA,signal,contrarian_signal,Strategy_Returns,contrarian_Strategy_Returns
2021-05-27 10:02:00+00:00,417.69,417.72,417.69,417.72,400,3,417.6975,4.7881254489068326e-05,417.90899999999993,417.96499999999986,20.496386119178688,38.85627262119138,1.0,-1.0,-4.7881254489068326e-05,4.7881254489068326e-05
2021-05-27 10:03:00+00:00,417.76,417.76,417.76,417.76,168,3,417.748571,9.575792396820937e-05,417.9034999999999,417.9567999999999,40.67779531403178,39.939798013413736,1.0,-1.0,9.575792396820937e-05,-9.575792396820937e-05
2021-05-27 10:05:00+00:00,417.89,417.89,417.89,417.89,240,3,417.882917,0.00031118345461500496,417.90249999999986,417.95099999999985,73.48708126507331,43.273526703865656,1.0,-1.0,0.00031118345461500496,-0.00031118345461500496
2021-05-27 10:09:00+00:00,417.89,417.89,417.89,417.89,173,3,417.891098,0.0,417.8999999999999,417.94519999999983,73.48708126507331,43.27352670386565,1.0,-1.0,0.0,-0.0
2021-05-27 10:15:00+00:00,418.02,418.02,418.02,418.02,275,2,418.024545,0.00031108664959678123,417.9039999999999,417.94199999999984,88.18710984838127,46.37291172670802,1.0,-1.0,0.00031108664959678123,-0.00031108664959678123
2021-05-27 10:16:00+00:00,418.07,418.08,418.04,418.06,4560,27,418.052862,9.568920147362547e-05,417.9074999999999,417.94079999999985,90.594076083703,47.27734715025229,1.0,-1.0,9.568920147362547e-05,-9.568920147362547e-05
2021-05-27 10:17:00+00:00,418.1,418.14,418.09,418.13,9409,57,418.103095,0.00016744008037128388,417.91499999999985,417.9419999999999,93.87181819783098,48.818750173777055,1.0,-1.0,0.00016744008037128388,-0.00016744008037128388
2021-05-27 10:18:00+00:00,418.05,418.05,418.05,418.05,304,5,418.066974,-0.00019132805586774548,417.9184999999999,417.9427999999999,58.76581999389854,47.20917510950645,-1.0,1.0,-0.00019132805586774548,0.00019132805586774548
2021-05-27 10:19:00+00:00,418.11,418.11,418.11,418.11,300,3,418.11,0.00014352350197355257,417.9234999999999,417.9451999999999,70.97666925314725,48.50843449354281,1.0,-1.0,-0.00014352350197355257,0.00014352350197355257
2021-05-27 10:20:00+00:00,418.14,418.14,418.14,418.14,100,1,418.14,7.1751452966895e-05,417.9289999999999,417.9469999999999,76.25127565443735,49.14698905962334,1.0,-1.0,7.1751452966895e-05,-7.1751452966895e-05
2021-05-27 10:21:00+00:00,418.13,418.13,418.13,418.13,145,3,418.115724,-2.391543502178184e-05,417.9409999999999,417.9519999999999,69.89961088138853,48.94055399407551,-1.0,1.0,-2.391543502178184e-05,2.391543502178184e-05
2021-05-27 10:23:00+00:00,418.03,418.03,418.03,418.03,601,6,418.030116,-0.00023916006983482063,417.94799999999987,417.95619999999985,31.073579600197476,46.9291328687722,-1.0,1.0,0.00023916006983482063,-0.00023916006983482063
2021-05-27 10:25:00+00:00,418.04,418.04,417.99,417.99,3646,30,418.026382,-9.568691242245464e-05,417.95599999999985,417.9569999999999,23.30624787235415,46.15487501244902,-1.0,1.0,9.568691242245464e-05,-9.568691242245464e-05
2021-05-27 10:26:00+00:00,417.99,417.99,417.99,417.99,478,3,417.99,0.0,417.95749999999987,417.95939999999996,23.306247872354152,46.15487501244901,1.0,-1.0,-0.0,0.0
2021-05-27 10:31:00+00:00,418.04,418.04,418.02,418.02,3824,29,418.036046,7.177205196295944e-05,417.9624999999999,417.96039999999994,46.05934662839863,46.839793458691595,1.0,-1.0,7.177205196295944e-05,-7.177205196295944e-05
2021-05-27 10:32:00+00:00,418.03,418.03,418.03,418.03,200,2,418.03,2.392230036840637e-05,417.9664999999999,417.96159999999986,53.02717228669174,47.06880472290672,1.0,-1.0,2.392230036840637e-05,-2.392230036840637e-05
2021-05-27 10:33:00+00:00,418.04,418.04,418.02,418.02,1435,14,418.035296,-2.392172810561366e-05,417.9689999999999,417.9625999999999,44.42015954080483,46.862802283246374,-1.0,1.0,-2.392172810561366e-05,2.392172810561366e-05
2021-05-27 10:35:00+00:00,418.04,418.1,418.04,418.1,1200,4,418.085833,0.00019137840294725095,417.9789999999999,417.9665999999998,81.14505285385508,48.69577596177513,1.0,-1.0,-0.00019137840294725095,0.00019137840294725095
2021-05-27 10:36:00+00:00,418.1,418.1,418.1,418.1,301,2,418.1,0.0,417.99399999999986,417.97059999999976,81.14505285385508,48.69577596177512,1.0,-1.0,0.0,-0.0
2021-05-27 10:37:00+00:00,418.1,418.1,418.09,418.09,957,7,418.092539,-2.3917723032895744e-05,418.01349999999985,417.9745999999998,68.4284161070361,48.47812466754519,-1.0,1.0,-2.3917723032895744e-05,2.3917723032895744e-05
2021-05-27 10:40:00+00:00,418.12,418.12,418.12,418.12,478,2,418.12,7.175488531174778e-05,418.03349999999983,417.9781999999998,81.48529769522348,49.17355697071611,1.0,-1.0,-7.175488531174778e-05,7.175488531174778e-05
2021-05-27 10:42:00+00:00,418.06,418.06,418.06,418.06,201,3,418.0601,-0.0001434994738352957,418.04849999999976,417.9805999999998,36.366113438179646,47.855308613332845,-1.0,1.0,-0.0001434994738352957,0.0001434994738352957
2021-05-27 10:44:00+00:00,418.16,418.16,418.16,418.16,200,2,418.16,0.00023920011481615155,418.0619999999998,417.9843999999998,73.31099841357913,50.12902427816105,1.0,-1.0,-0.00023920011481615155,0.00023920011481615155
2021-05-27 10:47:00+00:00,418.19,418.19,418.19,418.19,239,2,418.192929,7.174287354105857e-05,418.07699999999977,417.9871999999998,78.83946840890121,50.7859411492914,1.0,-1.0,7.174287354105857e-05,-7.174287354105857e-05
2021-05-27 10:53:00+00:00,418.2,418.2,418.2,418.2,201,3,418.2,2.3912575623397103e-05,418.0859999999998,417.9903999999998,80.82541931878662,51.00545551359564,1.0,-1.0,2.3912575623397103e-05,-2.3912575623397103e-05
2021-05-27 10:54:00+00:00,418.16,418.16,418.16,418.16,100,1,418.16,-9.564801530359546e-05,418.0909999999998,417.9925999999998,51.708083850418795,50.0934682420519,-1.0,1.0,-9.564801530359546e-05,9.564801530359546e-05
2021-05-27 10:56:00+00:00,418.17,418.17,418.17,418.17,400,1,418.17,2.3914291180426872e-05,418.09299999999973,417.99419999999975,57.455566590134474,50.320071963345825,1.0,-1.0,-2.3914291180426872e-05,2.3914291180426872e-05
2021-05-27 10:58:00+00:00,418.13,418.17,418.13,418.17,203,4,418.149557,0.0,418.0989999999997,417.99619999999976,57.455566590134474,50.320071963345825,1.0,-1.0,0.0,-0.0
2021-05-27 10:59:00+00:00,418.18,418.2,418.18,418.18,4000,12,418.181488,2.391371930077213e-05,418.1024999999997,418.0001999999997,66.44190966399137,50.553842644929816,1.0,-1.0,2.391371930077213e-05,-2.391371930077213e-05
2021-05-27 11:00:00+00:00,418.18,418.21,418.17,418.17,6732,26,418.175082,-2.3913147448428873e-05,418.10399999999964,418.00439999999975,50.45580508324809,50.31226492506118,-1.0,1.0,-2.3913147448428873e-05,2.3913147448428873e-05
2021-05-27 11:01:00+00:00,418.16,418.22,418.16,418.21,1131,11,418.201583,9.565487720286647e-05,418.1079999999996,418.0103999999997,79.72505184606231,51.262862365034714,1.0,-1.0,-9.565487720286647e-05,9.565487720286647e-05
2021-05-27 11:02:00+00:00,418.2,418.22,418.2,418.22,510,5,418.204294,2.3911432055712112e-05,418.11749999999967,418.0173999999998,83.40212678629221,51.499567122877885,1.0,-1.0,2.3911432055712112e-05,-2.3911432055712112e-05
2021-05-27 11:03:00+00:00,418.23,418.23,418.23,418.23,140,5,418.229857,2.3910860312836846e-05,418.12949999999967,418.02379999999977,86.95177570742628,51.738744176311826,1.0,-1.0,2.3910860312836846e-05,-2.3910860312836846e-05
2021-05-27 11:04:00+00:00,418.28,418.31,418.28,418.31,1217,15,418.304002,0.0001912823087775184,418.14549999999963,418.0311999999998,96.34128432852411,53.60639601110153,1.0,-1.0,0.0001912823087775184,-0.0001912823087775184
2021-05-27 11:05:00+00:00,418.34,418.34,418.25,418.25,1091,13,418.300632,-0.00014343429513996586,418.1569999999996,418.0373999999998,53.24044920445772,52.06443412035415,-1.0,1.0,-0.00014343429513996586,0.00014343429513996586
2021-05-27 11:06:00+00:00,418.27,418.29,418.24,418.24,3214,27,418.262853,-2.3909145248079966e-05,418.1674999999997,418.0423999999998,47.88481311967671,51.810978748411365,-1.0,1.0,2.3909145248079966e-05,-2.3909145248079966e-05
2021-05-27 11:07:00+00:00,418.24,418.24,418.24,418.24,1105,6,418.24009,0.0,418.17849999999964,418.0475999999999,47.884813119676714,51.810978748411365,1.0,-1.0,-0.0,0.0
2021-05-27 11:08:00+00:00,418.28,418.28,418.24,418.24,5361,17,418.268209,0.0,418.1854999999996,418.05279999999993,47.884813119676714,51.81097874841135,1.0,-1.0,0.0,-0.0
2021-05-27 11:09:00+00:00,418.23,418.27,418.23,418.27,760,10,418.249118,7.172915072684027e-05,418.1939999999996,418.05799999999994,74.18133056760736,52.54729493916195,1.0,-1.0,7.172915072684027e-05,-7.172915072684027e-05
2021-05-27 11:10:00+00:00,418.25,418.26,418.25,418.26,718,15,418.25688,-2.3908002008243834e-05,418.2024999999996,418.0626,59.23643579902949,52.275608469358694,-1.0,1.0,-2.3908002008243834e-05,2.3908002008243834e-05
2021-05-27 11:11:00+00:00,418.2,418.28,418.2,418.28,500,8,418.2182,4.781714722890129e-05,418.21049999999957,418.07039999999995,74.59253332987024,52.77392287094044,1.0,-1.0,-4.781714722890129e-05,4.781714722890129e-05
2021-05-27 11:13:00+00:00,418.28,418.28,418.28,418.28,404,3,418.279901,0.0,418.22149999999954,418.0781999999999,74.59253332987024,52.77392287094044,1.0,-1.0,0.0,-0.0
2021-05-27 11:14:00+00:00,418.27,418.27,418.27,418.27,231,4,418.272684,-2.390743042934851e-05,418.2269999999996,418.0869999999999,52.38974499069358,52.48859392591516,-1.0,1.0,-2.390743042934851e-05,2.390743042934851e-05
2021-05-27 11:15:00+00:00,418.27,418.27,418.27,418.27,965,8,418.269016,0.0,418.2309999999996,418.0931999999999,52.389744990693586,52.48859392591515,1.0,-1.0,-0.0,0.0
2021-05-27 11:17:00+00:00,418.39,418.39,418.39,418.39,2170,9,418.389447,0.0002868960240993701,418.2404999999996,418.10259999999994,94.73143586413858,55.49510837324198,1.0,-1.0,0.0002868960240993701,-0.0002868960240993701
2021-05-27 11:18:00+00:00,418.34,418.34,418.34,418.34,308,7,418.34013,-0.00011950572432417594,418.2494999999996,418.1103999999999,60.887751135980984,54.04114770551419,-1.0,1.0,-0.00011950572432417594,0.00011950572432417594
2021-05-27 11:19:00+00:00,418.34,418.34,418.34,418.34,850,8,418.34,0.0,418.25799999999964,418.11779999999993,60.88775113598097,54.04114770551418,1.0,-1.0,-0.0,0.0
2021-05-27 11:20:00+00:00,418.37,418.37,418.34,418.34,447,8,418.353468,0.0,418.2664999999996,418.1265999999999,60.887751135980984,54.04114770551418,1.0,-1.0,0.0,-0.0
2021-05-27 11:21:00+00:00,418.37,418.37,418.37,418.37,5518,27,418.370031,7.171200458966354e-05,418.27599999999967,418.13799999999986,77.30584128682666,54.796146804815926,1.0,-1.0,7.171200458966354e-05,-7.171200458966354e-05
2021-05-27 11:22:00+00:00,418.33,418.33,418.33,418.33,3305,6,418.330061,-9.560914979567237e-05,418.28399999999965,418.1505999999999,42.024618718074564,53.59819300896533,-1.0,1.0,-9.560914979567237e-05,9.560914979567237e-05
2021-05-27 11:23:00+00:00,418.35,418.35,418.35,418.35,308,4,418.35,4.780914588975449e-05,418.2909999999996,418.16319999999985,56.80856084271697,54.110053405016146,1.0,-1.0,-4.780914588975449e-05,4.780914588975449e-05
2021-05-27 11:25:00+00:00,418.37,418.37,418.35,418.35,1789,15,418.358658,0.0,418.29749999999956,418.17499999999984,56.80856084271697,54.11005340501613,1.0,-1.0,0.0,-0.0
2021-05-27 11:27:00+00:00,418.3,418.3,418.25,418.26,2925,25,418.262773,-0.00021513087128011144,418.29899999999964,418.18239999999986,15.859836473240405,51.450745239062634,-1.0,1.0,-0.00021513087128011144,0.00021513087128011144
2021-05-27 11:29:00+00:00,418.26,418.26,418.26,418.26,417,10,418.252806,0.0,418.2964999999996,418.1897999999998,15.859836473240405,51.450745239062634,1.0,-1.0,-0.0,0.0
2021-05-27 11:30:00+00:00,418.25,418.25,418.25,418.25,230,3,418.25,-2.3908573614450646e-05,418.2964999999996,418.1943999999998,13.43820590602337,51.15985753076514,-1.0,1.0,-2.3908573614450646e-05,2.3908573614450646e-05
2021-05-27 11:31:00+00:00,418.26,418.26,418.26,418.26,395,8,418.255392,2.3909145248079966e-05,418.29749999999956,418.19839999999976,29.569258420508643,51.44000471432941,1.0,-1.0,-2.3909145248079966e-05,2.3909145248079966e-05
2021-05-27 11:32:00+00:00,418.25,418.25,418.25,418.25,320,5,418.249969,-2.3908573614450646e-05,418.2979999999996,418.20079999999973,23.109476897165614,51.14067507702882,-1.0,1.0,-2.3908573614450646e-05,2.3908573614450646e-05
2021-05-27 11:33:00+00:00,418.25,418.25,418.2,418.2,1104,15,418.221649,-0.00011954572624028881,418.29599999999965,418.2037999999998,8.758663692728422,49.666146764407,-1.0,1.0,0.00011954572624028881,-0.00011954572624028881
2021-05-27 11:34:00+00:00,418.22,418.22,418.22,418.22,357,8,418.21549,4.782400765201977e-05,418.2934999999996,418.2059999999998,33.52642206776972,50.2516099689594,1.0,-1.0,-4.782400765201977e-05,4.782400765201977e-05
2021-05-27 11:35:00+00:00,418.24,418.28,418.23,418.28,5543,22,418.243624,0.00014346516187635494,418.29449999999963,418.20879999999977,70.07769946535807,51.96209266930553,1.0,-1.0,0.00014346516187635494,-0.00014346516187635494
2021-05-27 11:37:00+00:00,418.22,418.22,418.22,418.22,387,7,418.222145,-0.00014344458257609105,418.29149999999964,418.2105999999998,38.40310341706499,50.20082863897396,-1.0,1.0,-0.00014344458257609105,0.00014344458257609105
2021-05-27 11:38:00+00:00,418.22,418.22,418.22,418.22,201,5,418.219801,0.0,418.28849999999966,418.2143999999998,38.40310341706499,50.20082863897396,1.0,-1.0,-0.0,0.0
2021-05-27 11:39:00+00:00,418.22,418.22,418.12,418.12,4022,19,418.157377,-0.0002391086031275913,418.28099999999966,418.21699999999976,14.24990837577655,47.411994681323236,-1.0,1.0,-0.0002391086031275913,0.0002391086031275913
2021-05-27 11:40:00+00:00,418.11,418.11,418.05,418.06,7857,44,418.066575,-0.0001434994738352957,418.27049999999963,418.21839999999975,9.099298258101337,45.852444197673876,-1.0,1.0,0.0001434994738352957,-0.0001434994738352957
2021-05-27 11:41:00+00:00,418.09,418.16,418.09,418.16,494,7,418.114211,0.00023920011481615155,418.2589999999997,418.2211999999997,52.24854520592709,48.72106336120208,1.0,-1.0,-0.00023920011481615155,0.00023920011481615155
2021-05-27 11:42:00+00:00,418.18,418.18,418.16,418.16,979,11,418.16998,0.0,418.24999999999966,418.22379999999976,52.24854520592709,48.72106336120208,1.0,-1.0,0.0,-0.0
2021-05-27 11:43:00+00:00,418.14,418.14,418.14,418.14,5328,10,418.139901,-4.7828582360964766e-05,418.2399999999996,418.2261999999997,43.05222473241223,48.189416142080745,-1.0,1.0,-4.7828582360964766e-05,4.7828582360964766e-05
2021-05-27 11:44:00+00:00,418.14,418.14,418.0,418.1,18107,117,418.078518,-9.566174008701633e-05,418.2279999999996,418.2261999999997,28.174929368392164,47.13963935878031,-1.0,1.0,9.566174008701633e-05,-9.566174008701633e-05
2021-05-27 11:46:00+00:00,418.14,418.18,418.14,418.18,5032,21,418.142742,0.00019134178426205573,418.2184999999996,418.2277999999998,64.73444215631812,49.389669781334774,1.0,-1.0,-0.00019134178426205573,0.00019134178426205573
2021-05-27 11:48:00+00:00,418.22,418.22,418.19,418.19,711,7,418.213319,2.3913147448428873e-05,418.2114999999996,418.2297999999997,67.806915988212,49.6629636247828,1.0,-1.0,2.3913147448428873e-05,-2.3913147448428873e-05
2021-05-27 11:49:00+00:00,418.2,418.22,418.2,418.22,2136,12,418.219228,7.17377268706354e-05,418.2049999999996,418.2317999999998,76.87374249354819,50.481528466806616,1.0,-1.0,7.17377268706354e-05,-7.17377268706354e-05
2021-05-27 11:50:00+00:00,418.28,418.28,418.28,418.28,119,5,418.279076,0.00014346516187635494,418.20149999999956,418.2361999999997,87.46487823658437,52.072116163316984,1.0,-1.0,0.00014346516187635494,-0.00014346516187635494
2021-05-27 11:51:00+00:00,418.26,418.26,418.24,418.24,450,6,418.253311,-9.562972171739403e-05,418.2004999999996,418.23779999999977,59.99085640763225,50.958615015687634,-1.0,1.0,-9.562972171739403e-05,9.562972171739403e-05
2021-05-27 11:52:00+00:00,418.26,418.32,418.26,418.32,3501,22,418.288123,0.00019127773527150005,418.2034999999995,418.2403999999998,79.40162559901054,53.0093105181599,1.0,-1.0,-0.00019127773527150005,0.00019127773527150005
2021-05-27 11:53:00+00:00,418.31,418.34,418.31,418.34,1235,16,418.341684,4.781028877420823e-05,418.2079999999995,418.2431999999998,82.5723196866269,53.50528120652377,1.0,-1.0,4.781028877420823e-05,-4.781028877420823e-05
2021-05-27 11:54:00+00:00,418.38,418.38,418.38,418.38,288,12,418.391771,9.561600611940335e-05,418.2139999999995,418.2475999999998,88.07783329083234,54.48566542337571,1.0,-1.0,9.561600611940335e-05,-9.561600611940335e-05
2021-05-27 11:55:00+00:00,418.39,418.42,418.39,418.41,9634,30,418.403669,7.170514842980147e-05,418.22199999999947,418.25239999999985,91.20391430886022,55.208474712156466,1.0,-1.0,7.170514842980147e-05,-7.170514842980147e-05
2021-05-27 11:56:00+00:00,418.41,418.41,418.41,418.41,1347,10,418.408946,0.0,418.2324999999995,418.25719999999984,91.2039143088602,55.208474712156466,1.0,-1.0,0.0,-0.0
2021-05-27 11:57:00+00:00,418.41,418.45,418.41,418.42,4555,20,418.424169,2.3900002390053743e-05,418.2424999999995,418.26199999999983,92.64944254394152,55.4540082117579,1.0,-1.0,2.3900002390053743e-05,-2.3900002390053743e-05
2021-05-27 11:58:00+00:00,418.47,418.58,418.47,418.56,5476,53,418.535667,0.0003345920367094912,418.2564999999995,418.26979999999986,98.34859424105944,58.68906484817668,1.0,-1.0,0.0003345920367094912,-0.0003345920367094912
2021-05-27 11:59:00+00:00,418.55,418.79,418.5,418.76,5032,47,418.616196,0.0004778287461773001,418.28349999999944,418.2807999999999,99.37950533317166,62.64375411550196,1.0,-1.0,0.0004778287461773001,-0.0004778287461773001
2021-05-27 12:00:00+00:00,418.16,419.4,418.0196,419.37,39960,304,418.670202,0.0014566816314833808,418.34099999999944,418.30379999999985,99.83908341918203,71.21870184297507,1.0,-1.0,0.0014566816314833808,-0.0014566816314833808
2021-05-27 12:01:00+00:00,419.42,419.55,418.0,419.22,72135,298,419.183578,-0.00035767937620712065,418.39599999999945,418.3235999999999,78.41612985275503,67.34008174479217,-1.0,1.0,-0.00035767937620712065,0.00035767937620712065
2021-05-27 12:02:00+00:00,419.35,419.38,419.07,419.07,14812,104,419.202997,-0.00035780735651935736,418.44649999999945,418.3387999999998,59.32246786648354,63.794864648172066,-1.0,1.0,0.00035780735651935736,-0.00035780735651935736
2021-05-27 12:03:00+00:00,419.1,419.1,419.02,419.02,4099,39,419.042337,-0.00011931180948288045,418.4894999999995,418.3541999999998,52.88405822939478,62.67258909735145,-1.0,1.0,0.00011931180948288045,-0.00011931180948288045
2021-05-27 12:04:00+00:00,419.01,419.03,418.89,418.9,10475,65,418.982513,-0.00028638251157464545,418.5264999999995,418.36739999999986,38.02648009720614,60.0840304727829,-1.0,1.0,0.00028638251157464545,-0.00028638251157464545
2021-05-27 12:05:00+00:00,418.88,419.09,418.87,419.09,34357,95,418.994144,0.00045356887085223896,418.57399999999944,418.3843999999998,62.828839011451485,62.58103008997521,1.0,-1.0,-0.00045356887085223896,0.00045356887085223896
2021-05-27 12:06:00+00:00,419.03,419.06,418.93,418.94,20756,61,419.026887,-0.0003579183468943592,418.6159999999994,418.39839999999975,42.626696877981054,59.578594960456996,-1.0,1.0,-0.0003579183468943592,0.0003579183468943592
2021-05-27 12:07:00+00:00,418.92,418.92,418.92,418.92,2736,16,418.920442,-4.773953310732715e-05,418.65299999999945,418.41139999999973,40.05107246335654,59.19222067071254,-1.0,1.0,4.773953310732715e-05,-4.773953310732715e-05
2021-05-27 12:08:00+00:00,418.92,418.93,418.86,418.86,6763,26,418.901693,-0.0001432254368375352,418.68649999999946,418.42339999999973,31.489103291905927,58.03998729627556,-1.0,1.0,0.0001432254368375352,-0.0001432254368375352
2021-05-27 12:09:00+00:00,418.71,418.71,418.63,418.66,6411,52,418.6684,-0.0004774865110059867,418.70849999999945,418.43099999999976,15.220352167357284,54.435755284274926,-1.0,1.0,0.0004774865110059867,-0.0004774865110059867
2021-05-27 12:10:00+00:00,418.63,418.64,418.59,418.61,11274,65,418.604162,-0.0001194286533224842,418.72499999999945,418.4375999999998,12.750111951686764,53.586853164207284,-1.0,1.0,0.0001194286533224842,-0.0001194286533224842
2021-05-27 12:11:00+00:00,418.61,418.69,418.59,418.63,4627,37,418.640895,4.777716729176262e-05,418.74449999999945,418.4447999999998,20.492482137799062,53.880410349757824,1.0,-1.0,-4.777716729176262e-05,4.777716729176262e-05
2021-05-27 12:12:00+00:00,418.68,418.72,418.68,418.69,2090,15,418.684234,0.0001433246542292821,418.76299999999947,418.45319999999975,43.18133703478766,54.75641000963966,1.0,-1.0,0.0001433246542292821,-0.0001433246542292821
2021-05-27 12:13:00+00:00,418.7,418.79,418.7,418.79,3311,22,418.731045,0.00023884019202746742,418.7854999999995,418.4611999999998,66.83900537557996,56.17217476995931,1.0,-1.0,0.00023884019202746742,-0.00023884019202746742
2021-05-27 12:14:00+00:00,418.79,418.81,418.69,418.72,5784,33,418.730571,-0.0001671482127080237,418.8024999999995,418.4687999999998,46.50672838632816,54.94409375123309,-1.0,1.0,-0.0001671482127080237,0.0001671482127080237
2021-05-27 12:15:00+00:00,418.69,418.7,418.68,418.68,2301,14,418.690004,-9.552923194500185e-05,418.8159999999995,418.4755999999998,36.888409358183026,54.252483723566094,-1.0,1.0,9.552923194500185e-05,-9.552923194500185e-05
2021-05-27 12:16:00+00:00,418.69,418.69,418.62,418.64,3004,39,418.653282,-9.553835865105942e-05,418.82749999999953,418.48159999999984,28.15428838905615,53.56447953741837,-1.0,1.0,9.553835865105942e-05,-9.553835865105942e-05
2021-05-27 12:17:00+00:00,418.68,418.68,418.68,418.68,165,7,418.682667,9.554748710116634e-05,418.8404999999995,418.4877999999998,46.98348241120275,54.15769414138567,1.0,-1.0,-9.554748710116634e-05,9.554748710116634e-05
2021-05-27 12:18:00+00:00,418.66,418.67,418.59,418.59,2446,22,418.636586,-0.00021496130696485594,418.8419999999995,418.4929999999998,24.93135374148645,52.61449019377896,-1.0,1.0,-0.00021496130696485594,0.00021496130696485594
2021-05-27 12:19:00+00:00,418.57,418.59,418.47,418.47,4821,50,418.529448,-0.00028667670035109616,418.8274999999994,418.49539999999985,12.859708926885299,50.65084718782238,-1.0,1.0,0.00028667670035109616,-0.00028667670035109616
2021-05-27 12:20:00+00:00,418.51,418.51,418.47,418.5099,2292,28,418.486518,9.534733672666995e-05,418.7844949999994,418.4985979999999,29.810049627238662,51.26792179416512,1.0,-1.0,-9.534733672666995e-05,9.534733672666995e-05
2021-05-27 12:21:00+00:00,418.51,418.57,418.51,418.57,1219,9,418.562559,0.00014360472715213568,418.75199499999945,418.50479799999994,51.23982149866574,52.18684843992896,1.0,-1.0,0.00014360472715213568,-0.00014360472715213568
2021-05-27 12:22:00+00:00,418.59,418.6,418.59,418.6,913,11,418.594206,7.167259956530891e-05,418.7284949999995,418.51159799999994,60.312480877143045,52.64171352234036,1.0,-1.0,7.167259956530891e-05,-7.167259956530891e-05
