timestamp,open,high,low,close,volume,trade_count,vwap
2021-05-27 11:18:00+00:00,418.34,418.34,418.34,418.34,308,7,418.34013
2021-05-27 11:19:00+00:00,418.34,418.34,418.34,418.34,850,8,418.34
2021-05-27 11:20:00+00:00,418.37,418.37,418.34,418.34,447,8,418.353468
2021-05-27 11:21:00+00:00,418.37,418.37,418.37,418.37,5518,27,418.370031
2021-05-27 11:22:00+00:00,418.33,418.33,418.33,418.33,3305,6,418.330061
2021-05-27 11:23:00+00:00,418.35,418.35,418.35,418.35,308,4,418.35
2021-05-27 11:25:00+00:00,418.37,418.37,418.35,418.35,1789,15,418.358658
2021-05-27 11:27:00+00:00,418.3,418.3,418.25,418.26,2925,25,418.262773
2021-05-27 11:29:00+00:00,418.26,418.26,418.26,418.26,417,10,418.252806
2021-05-27 11:30:00+00:00,418.25,418.25,418.25,418.25,230,3,418.25
2021-05-27 11:31:00+00:00,418.26,418.26,418.26,418.26,395,8,418.255392
2021-05-27 11:32:00+00:00,418.25,418.25,418.25,418.25,320,5,418.249969
2021-05-27 11:33:00+00:00,418.25,418.25,418.2,418.2,1104,15,418.221649
2021-05-27 11:34:00+00:00,418.22,418.22,418.22,418.22,357,8,418.21549
2021-05-27 11:35:00+00:00,418.24,418.28,418.23,418.28,5543,22,418.243624
2021-05-27 11:37:00+00:00,418.22,418.22,418.22,418.22,387,7,418.222145
2021-05-27 11:38:00+00:00,418.22,418.22,418.22,418.22,201,5,418.219801
2021-05-27 11:39:00+00:00,418.22,418.22,418.12,418.12,4022,19,418.157377
2021-05-27 11:40:00+00:00,418.11,418.11,418.05,418.06,7857,44,418.066575
2021-05-27 11:41:00+00:00,418.09,418.16,418.09,418.16,494,7,418.114211
2021-05-27 11:42:00+00:00,418.18,418.18,418.16,418.16,979,11,418.16998
2021-05-27 11:43:00+00:00,418.14,418.14,418.14,418.14,5328,10,418.139901
2021-05-27 11:44:00+00:00,418.14,418.14,418.0,418.1,18107,117,418.078518
2021-05-27 11:46:00+00:00,418.14,418.18,418.14,418.18,5032,21,418.142742
2021-05-27 11:48:00+00:00,418.22,418.22,418.19,418.19,711,7,418.213319
2021-05-27 11:49:00+00:00,418.2,418.22,418.2,418.22,2136,12,418.219228
2021-05-27 11:50:00+00:00,418.28,418.28,418.28,418.28,119,5,418.279076
2021-05-27 11:51:00+00:00,418.26,418.26,418.24,418.24,450,6,418.253311
2021-05-27 11:52:00+00:00,418.26,418.32,418.26,418.32,3501,22,418.288123
2021-05-27 11:53:00+00:00,418.31,418.34,418.31,418.34,1235,16,418.341684
2021-05-27 11:54:00+00:00,418.38,418.38,418.38,418.38,288,12,418.391771
2021-05-27 11:55:00+00:00,418.39,418.42,418.39,418.41,9634,30,418.403669
2021-05-27 11:56:00+00:00,418.41,418.41,418.41,418.41,1347,10,418.408946
2021-05-27 11:57:00+00:00,418.41,418.45,418.41,418.42,4555,20,418.424169
2021-05-27 11:58:00+00:00,418.47,418.58,418.47,418.56,5476,53,418.535667
2021-05-27 11:59:00+00:00,418.55,418.79,418.5,418.76,5032,47,418.616196
2021-05-27 12:00:00+00:00,418.16,419.4,418.0196,419.37,39960,304,418.670202
2021-05-27 12:01:00+00:00,419.42,419.55,418.0,419.22,72135,298,419.183578
2021-05-27 12:02:00+00:00,419.35,419.38,419.07,419.07,14812,104,419.202997
2021-05-27 12:03:00+00:00,419.1,419.1,419.02,419.02,4099,39,419.042337
2021-05-27 12:04:00+00:00,419.01,419.03,418.89,418.9,10475,65,418.982513
2021-05-27 12:05:00+00:00,418.88,419.09,418.87,419.09,34357,95,418.994144
2021-05-27 12:06:00+00:00,419.03,419.06,418.93,418.94,20756,61,419.026887
2021-05-27 12:07:00+00:00,418.92,418.92,418.92,418.92,2736,16,418.920442
2021-05-27 12:08:00+00:00,418.92,418.93,418.86,418.86,6763,26,418.901693
2021-05-27 12:09:00+00:00,418.71,418.71,418.63,418.66,6411,52,418.6684
2021-05-27 12:10:00+00:00,418.63,418.64,418.59,418.61,11274,65,418.604162
2021-05-27 12:11:00+00:00,418.61,418.69,418.59,418.63,4627,37,418.640895
2021-05-27 12:12:00+00:00,418.68,418.72,418.68,418.69,2090,15,418.684234
2021-05-27 12:13:00+00:00,418.7,418.79,418.7,418.79,3311,22,418.731045
2021-05-27 12:14:00+00:00,418.79,418.81,418.69,418.72,5784,33,418.730571
2021-05-27 12:15:00+00:00,418.69,418.7,418.68,418.68,2301,14,418.690004
2021-05-27 12:16:00+00:00,418.69,418.69,418.62,418.64,3004,39,418.653282
2021-05-27 12:17:00+00:00,418.68,418.68,418.68,418.68,165,7,418.682667
2021-05-27 12:18:00+00:00,418.66,418.67,418.59,418.59,2446,22,418.636586
2021-05-27 12:19:00+00:00,418.57,418.59,418.47,418.47,4821,50,418.529448
2021-05-27 12:20:00+00:00,418.51,418.51,418.47,418.5099,2292,28,418.486518
2021-05-27 12:21:00+00:00,418.51,418.57,418.51,418.57,1219,9,418.562559
2021-05-27 12:22:00+00:00,418.59,418.6,418.59,418.6,913,11,418.594206
2021-05-27 12:23:00+00:00,418.61,418.61,418.46,418.51,6946,41,418.502691
2021-05-27 12:24:00+00:00,418.51,418.51,418.48,418.51,1205,19,418.495112
2021-05-27 12:25:00+00:00,418.55,418.58,418.55,418.58,5227,19,418.551383
2021-05-27 12:26:00+00:00,418.61,418.61,418.54,418.54,1514,17,418.558989
2021-05-27 12:27:00+00:00,418.56,418.62,418.54,418.62,738,14,418.575637
2021-05-27 12:28:00+00:00,418.6,418.65,418.58,418.63,7883,23,418.584862
2021-05-27 12:29:00+00:00,418.6391,418.6391,418.6,418.62,1071,9,418.6165
2021-05-27 12:30:00+00:00,418.58,418.87,418.42,418.71,9973,60,418.602112
2021-05-27 12:31:00+00:00,418.71,418.71,418.6,418.63,7733,35,418.646748
2021-05-27 12:32:00+00:00,418.71,418.89,418.71,418.83,8579,46,418.857172
2021-05-27 12:33:00+00:00,418.86,419.11,418.86,418.99,17003,87,418.990491
2021-05-27 12:34:00+00:00,419.04,419.28,419.0,419.27,19281,75,419.07627
2021-05-27 12:35:00+00:00,419.27,419.27,419.17,419.2,8314,42,419.224016
2021-05-27 12:36:00+00:00,419.2,419.2,419.05,419.06,2527,26,419.105073
2021-05-27 12:37:00+00:00,419.08,419.19,419.08,419.19,5812,29,419.145012
2021-05-27 12:38:00+00:00,419.19,419.19,419.08,419.12,2602,20,419.133593
2021-05-27 12:39:00+00:00,419.13,419.15,419.11,419.12,1165,19,419.129245
2021-05-27 12:40:00+00:00,419.19,419.22,419.16,419.22,5502,32,419.207557
2021-05-27 12:41:00+00:00,419.25,419.25,419.2,419.2,1030,14,419.214252
2021-05-27 12:42:00+00:00,419.2,419.2,418.99,419.01,12146,58,419.107807
2021-05-27 12:43:00+00:00,418.99,419.04,418.96,419.04,4296,35,418.994101
2021-05-27 12:44:00+00:00,419.06,419.06,419.03,419.03,487,11,419.052074
2021-05-27 12:45:00+00:00,419.01,419.01,418.96,418.99,3069,24,418.981916
2021-05-27 12:46:00+00:00,418.99,419.08,418.97,419.07,6120,37,419.007595
2021-05-27 12:47:00+00:00,419.08,419.08,419.08,419.08,1856,14,419.079413
2021-05-27 12:48:00+00:00,419.08,419.13,419.08,419.12,4547,22,419.084473
2021-05-27 12:49:00+00:00,419.12,419.12,419.1,419.1,1117,13,419.112023
2021-05-27 12:50:00+00:00,419.06,419.08,419.04,419.06,2818,21,419.060504
2021-05-27 12:51:00+00:00,419.1,419.17,419.1,419.17,3628,21,419.154655
2021-05-27 12:52:00+00:00,419.16,419.16,419.1,419.1,1216,20,419.129548
2021-05-27 12:53:00+00:00,419.1,419.18,419.1,419.16,10366,37,419.162371
2021-05-27 12:54:00+00:00,419.13,419.13,419.11,419.13,1006,8,419.117078
2021-05-27 12:55:00+00:00,419.15,419.25,419.14,419.25,4910,30,419.157562
2021-05-27 12:56:00+00:00,419.27,419.34,419.27,419.34,11536,56,419.322851
2021-05-27 12:57:00+00:00,419.34,419.36,419.33,419.35,5481,32,419.341128
2021-05-27 12:58:00+00:00,419.4,419.4,419.379,419.379,3280,32,419.389506
2021-05-27 12:59:00+00:00,419.37,419.46,419.37,419.41,11524,57,419.420144
2021-05-27 13:00:00+00:00,419.44,419.55,419.44,419.54,5559,62,419.505378
2021-05-27 13:01:00+00:00,419.58,419.68,419.53,419.55,27496,112,419.625899
2021-05-27 13:02:00+00:00,419.55,419.55,419.43,419.47,4890,57,419.463823
2021-05-27 13:03:00+00:00,419.46,419.54,419.46,419.52,6124,40,419.48687
2021-05-27 13:04:00+00:00,419.52,419.52,419.47,419.5,2685,29,419.490166
2021-05-27 13:05:00+00:00,419.48,419.48,419.46,419.46,510,20,419.465618
2021-05-27 13:06:00+00:00,419.5,419.5,419.41,419.44,2977,32,419.443846
2021-05-27 13:07:00+00:00,419.44,419.48,419.42,419.47,3804,40,419.439319
2021-05-27 13:08:00+00:00,419.5,419.56,419.5,419.55,6669,39,419.548456
2021-05-27 13:09:00+00:00,419.55,419.58,419.5,419.5,5492,56,419.556448
2021-05-27 13:10:00+00:00,419.5,419.53,419.47,419.52,10344,57,419.501765
2021-05-27 13:11:00+00:00,419.49,419.6,419.49,419.57,2457,28,419.576245
2021-05-27 13:12:00+00:00,419.55,419.63,419.55,419.63,6237,46,419.617331
2021-05-27 13:13:00+00:00,419.7,419.84,419.7,419.81,16067,104,419.765118
2021-05-27 13:14:00+00:00,419.81,419.98,419.81,419.88,12544,79,419.919272
2021-05-27 13:15:00+00:00,419.91,419.91,419.84,419.84,18318,86,419.88979
2021-05-27 13:16:00+00:00,419.76,419.81,419.75,419.79,8444,56,419.777768
2021-05-27 13:17:00+00:00,419.78,419.86,419.78,419.86,1290,20,419.816062
2021-05-27 13:18:00+00:00,419.9,419.96,419.87,419.96,56157,116,419.90893
2021-05-27 13:19:00+00:00,419.96,419.99,419.95,419.97,7630,53,419.977678
2021-05-27 13:20:00+00:00,419.96,419.98,419.95,419.97,16207,72,419.964252
2021-05-27 13:21:00+00:00,419.97,420.01,419.93,419.98,15055,135,419.984123
2021-05-27 13:22:00+00:00,419.95,420.03,419.93,420.03,3456,44,420.006175
2021-05-27 13:23:00+00:00,420.03,420.04,420.0,420.0,11424,62,420.032599
2021-05-27 13:24:00+00:00,420.01,420.02,419.98,419.98,2435,45,419.993971
2021-05-27 13:25:00+00:00,419.98,420.15,419.97,420.15,8369,70,420.030679
2021-05-27 13:26:00+00:00,420.18,420.36,420.15,420.26,15605,100,420.258769
2021-05-27 13:27:00+00:00,420.26,420.27,420.2,420.2,6655,48,420.249822
2021-05-27 13:28:00+00:00,420.18,420.19,420.12,420.12,10923,94,420.160422
2021-05-27 13:29:00+00:00,420.17,420.21,420.12,420.19,14390,120,420.162415
2021-05-27 13:30:00+00:00,420.17,420.37,420.07,420.37,565838,2844,420.180633
2021-05-27 13:31:00+00:00,420.36,420.39,420.21,420.3089,260879,2027,420.302369
2021-05-27 13:32:00+00:00,420.32,420.36,420.14,420.23,268615,2019,420.251894
2021-05-27 13:33:00+00:00,420.22,420.43,420.19,420.28,213220,1772,420.301138
2021-05-27 13:34:00+00:00,420.27,420.32,420.15,420.23,177153,1714,420.235004
2021-05-27 13:35:00+00:00,420.23,420.34,420.18,420.3,207410,1755,420.270215
2021-05-27 13:36:00+00:00,420.29,420.34,420.23,420.28,210414,1606,420.271839
2021-05-27 13:37:00+00:00,420.28,420.47,420.28,420.45,181357,1383,420.372921
2021-05-27 13:38:00+00:00,420.45,420.47,420.34,420.46,201546,1467,420.429778
2021-05-27 13:39:00+00:00,420.46,420.47,420.3801,420.3801,201433,1526,420.430151
2021-05-27 13:40:00+00:00,420.39,420.63,420.39,420.62,256674,2065,420.524861
2021-05-27 13:41:00+00:00,420.62,420.63,420.465,420.49,167141,1427,420.534154
2021-05-27 13:42:00+00:00,420.49,420.49,420.25,420.32,214696,1777,420.336133
2021-05-27 13:43:00+00:00,420.33,420.43,420.27,420.385,135574,1184,420.376981
2021-05-27 13:44:00+00:00,420.39,420.45,420.34,420.36,123629,1110,420.385086
2021-05-27 13:45:00+00:00,420.36,420.39,420.11,420.18,230247,2074,420.260946
2021-05-27 13:46:00+00:00,420.18,420.34,420.07,420.1389,315557,2451,420.19159
2021-05-27 13:47:00+00:00,420.145,420.18,419.92,419.94,202531,1863,420.045918
2021-05-27 13:48:00+00:00,419.94,420.09,419.915,420.03,211434,1645,419.997664
2021-05-27 13:49:00+00:00,420.02,420.17,420.02,420.11,202073,1423,420.106786
2021-05-27 13:50:00+00:00,420.12,420.24,420.085,420.23,126171,1188,420.152005
2021-05-27 13:51:00+00:00,420.24,420.365,420.24,420.2686,144671,1219,420.303437
2021-05-27 13:52:00+00:00,420.27,420.285,420.155,420.18,100047,954,420.242918
2021-05-27 13:53:00+00:00,420.19,420.32,420.17,420.31,111418,1202,420.246724
2021-05-27 13:54:00+00:00,420.3,420.36,420.2179,420.23,78806,788,420.297664
2021-05-27 13:55:00+00:00,420.2299,420.28,420.06,420.07,171831,1420,420.18866
2021-05-27 13:56:00+00:00,420.08,420.165,420.0101,420.165,159586,1361,420.094743
2021-05-27 13:57:00+00:00,420.16,420.22,420.08,420.18,105041,1025,420.148211
2021-05-27 13:58:00+00:00,420.17,420.26,420.14,420.24,122538,787,420.212624
2021-05-27 13:59:00+00:00,420.24,420.28,420.09,420.1,136217,1232,420.206347
2021-05-27 14:00:00+00:00,420.1,420.16,419.79,419.8819,209559,1943,419.962249
2021-05-27 14:01:00+00:00,419.88,420.07,419.81,419.9881,185861,1615,419.971578
2021-05-27 14:02:00+00:00,419.98,420.14,419.98,420.0319,197569,1764,420.081759
2021-05-27 14:03:00+00:00,420.035,420.16,420.01,420.145,74051,818,420.086805
2021-05-27 14:04:00+00:00,420.1581,420.21,420.065,420.1111,94299,935,420.139821
2021-05-27 14:05:00+00:00,420.115,420.24,420.05,420.08,146657,1201,420.161435
2021-05-27 14:06:00+00:00,420.1,420.23,420.06,420.1399,88515,877,420.146866
2021-05-27 14:07:00+00:00,420.13,420.16,420.06,420.12,103059,933,420.130255
2021-05-27 14:08:00+00:00,420.1201,420.1201,419.99,420.04,99327,846,420.04741
2021-05-27 14:09:00+00:00,420.04,420.2001,420.04,420.1857,102241,955,420.14305
2021-05-27 14:10:00+00:00,420.19,420.25,420.145,420.2301,121471,1034,420.207783
2021-05-27 14:11:00+00:00,420.235,420.32,420.19,420.255,143300,1210,420.253177
2021-05-27 14:12:00+00:00,420.25,420.3099,420.2,420.27,109476,931,420.256056
2021-05-27 14:13:00+00:00,420.275,420.34,420.25,420.33,94520,892,420.283993
2021-05-27 14:14:00+00:00,420.3201,420.355,420.28,420.315,78124,777,420.320173
2021-05-27 14:15:00+00:00,420.31,420.385,420.22,420.358,220934,1926,420.297887
2021-05-27 14:16:00+00:00,420.36,420.49,420.355,420.42,188372,1451,420.438997
2021-05-27 14:17:00+00:00,420.41,420.49,420.408,420.484,80638,788,420.443857
2021-05-27 14:18:00+00:00,420.48,420.53,420.48,420.5133,170828,1166,420.512625
2021-05-27 14:19:00+00:00,420.52,420.53,420.3901,420.45,174693,797,420.410102
2021-05-27 14:20:00+00:00,420.45,420.46,420.28,420.29,133844,1029,420.372674
2021-05-27 14:21:00+00:00,420.29,420.32,420.23,420.2482,84170,709,420.277632
2021-05-27 14:22:00+00:00,420.25,420.37,420.25,420.3319,61077,565,420.318082
2021-05-27 14:23:00+00:00,420.33,420.37,420.24,420.285,84770,853,420.300247
2021-05-27 14:24:00+00:00,420.2811,420.29,420.23,420.245,105424,979,420.260076
2021-05-27 14:25:00+00:00,420.2401,420.38,420.2401,420.32,150763,1245,420.315714
2021-05-27 14:26:00+00:00,420.31,420.32,420.155,420.185,101674,984,420.215338
2021-05-27 14:27:00+00:00,420.195,420.29,420.1781,420.2781,96870,953,420.253663
2021-05-27 14:28:00+00:00,420.275,420.34,420.25,420.2747,69759,765,420.295923
2021-05-27 14:29:00+00:00,420.285,420.38,420.255,420.34,87296,936,420.325629
2021-05-27 14:30:00+00:00,420.34,420.48,420.33,420.415,79303,838,420.427734
2021-05-27 14:31:00+00:00,420.4101,420.45,420.34,420.3501,72605,791,420.396892
2021-05-27 14:32:00+00:00,420.355,420.49,420.31,420.4501,74589,834,420.409977
2021-05-27 14:33:00+00:00,420.4501,420.49,420.41,420.448,62281,604,420.453434
2021-05-27 14:34:00+00:00,420.44,420.5,420.4199,420.49,51701,569,420.456364
2021-05-27 14:35:00+00:00,420.49,420.55,420.49,420.535,95866,823,420.522973
2021-05-27 14:36:00+00:00,420.535,420.56,420.49,420.53,102035,900,420.530562
2021-05-27 14:37:00+00:00,420.54,420.5899,420.48,420.508,102602,921,420.531569
2021-05-27 14:38:00+00:00,420.5,420.6,420.5,420.55,75114,799,420.564155
2021-05-27 14:39:00+00:00,420.5487,420.605,420.53,420.56,72182,630,420.569828
2021-05-27 14:40:00+00:00,420.57,420.6,420.51,420.585,56554,611,420.559554
2021-05-27 14:41:00+00:00,420.585,420.61,420.44,420.4519,54355,645,420.530741
2021-05-27 14:42:00+00:00,420.455,420.59,420.45,420.59,65139,743,420.503146
2021-05-27 14:43:00+00:00,420.59,420.62,420.5301,420.575,72739,778,420.589945
2021-05-27 14:44:00+00:00,420.5719,420.71,420.5719,420.66,177359,1457,420.652996
2021-05-27 14:45:00+00:00,420.66,420.7,420.6401,420.65,80708,741,420.667258
2021-05-27 14:46:00+00:00,420.65,420.6981,420.61,420.69,77018,692,420.651377
2021-05-27 14:47:00+00:00,420.69,420.7,420.66,420.6619,69756,645,420.684879
2021-05-27 14:48:00+00:00,420.665,420.72,420.64,420.67,121072,920,420.670898
2021-05-27 14:49:00+00:00,420.67,420.7,420.65,420.6858,77587,695,420.67004
2021-05-27 14:50:00+00:00,420.69,420.6989,419.84,420.08,685673,6274,420.205525
2021-05-27 14:51:00+00:00,420.08,420.13,419.79,419.815,397741,3645,419.942596
2021-05-27 14:52:00+00:00,419.81,420.18,419.805,420.07,304408,2484,420.047944
2021-05-27 14:53:00+00:00,420.07,420.26,420.02,420.125,169901,1438,420.146587
2021-05-27 14:54:00+00:00,420.1219,420.345,420.1,420.24,142379,1254,420.223928
2021-05-27 14:55:00+00:00,420.24,420.3,420.2,420.25,88745,834,420.250996
